"ONTOLOGY","TERM","N","DE","P.DE","FDR"
"BP","purine-containing compound metabolic process",580,18,0.899883942514832,1
"BP","carbohydrate derivative biosynthetic process",600,18,0.927296218202452,1
"BP","regulation of leukocyte differentiation",341,18,0.212355748032308,1
"BP","double-strand break repair",331,17,0.206636682392184,1
"BP","DNA recombination",349,17,0.183934783237214,1
"BP","receptor-mediated endocytosis",275,17,0.15470159343971,1
"BP","pattern specification process",481,17,0.920756302114198,1
"BP","RNA splicing",453,17,0.584757683627485,1
"BP","phospholipid biosynthetic process",251,17,0.0613945202796104,1
"BP","negative regulation of catabolic process",383,17,0.534949435151069,1
"BP","regulation of metal ion transport",372,17,0.462983363104879,1
"BP","regulation of neuron projection development",448,17,0.948309486808474,1
"BP","vesicle organization",396,17,0.529094035384496,1
"BP","peptidyl-amino acid modification",399,17,0.620196647212852,1
"BP","regulation of cell-cell adhesion",514,17,0.905385470134961,1
"BP","cellular process involved in reproduction in multicellular organism",439,17,0.510087175767966,1
"BP","B cell activation",281,17,0.0782133073052191,1
"BP","regulation of protein-containing complex assembly",437,17,0.792940538838214,1
"BP","skin development",322,17,0.145673906500162,1
"BP","amide metabolic process",493,17,0.755227318579847,1
"BP","cilium organization",438,17,0.723342848004526,1
"BP","positive regulation of cell cycle",342,17,0.307706110681527,1
"BP","response to steroid hormone",341,17,0.354272521478442,1
"BP","embryonic organ development",470,17,0.914926584418915,1
"BP","developmental cell growth",237,17,0.124171720230142,1
"BP","homeostasis of number of cells",368,17,0.364654834856285,1
"BP","regulation of epithelial cell proliferation",416,17,0.599117019919514,1
"BP","vesicle localization",219,17,0.0383091156949588,1
"BP","establishment of vesicle localization",199,17,0.0145850047711819,1
"BP","heart contraction",263,17,0.0996746285023753,1
"BP","cellular response to chemical stress",334,17,0.320287415886625,1
"BP","regulation of muscle system process",263,17,0.0828982858004907,1
"BP","regulation of cell cycle phase transition",465,17,0.746703204325225,1
"BP","regulation of mRNA metabolic process",404,17,0.305388565751007,1
"BP","positive regulation of secretion by cell",308,17,0.20018944433029,1
"BP","regulation of protein phosphorylation",384,16,0.660477937944808,1
"BP","positive regulation of response to biotic stimulus",458,16,0.683946032152142,1
"BP","regionalization",436,16,0.868605456938898,1
"BP","nucleocytoplasmic transport",340,16,0.366310088698759,1
"BP","germ cell development",400,16,0.499181423946605,1
"BP","learning or memory",283,16,0.336409435190886,1
"BP","telencephalon development",286,16,0.431131314280823,1
"BP","regulation of cell morphogenesis",248,16,0.253031668179787,1
"BP","regulation of endocytosis",313,16,0.372348169523508,1
"BP","positive regulation of cell projection organization",366,16,0.774603976403589,1
"BP","regulation of cellular component size",359,16,0.756031909727449,1
"BP","regulation of monoatomic ion transmembrane transport",314,16,0.31943971826996,1
"BP","wound healing",450,16,0.839254682615017,1
"BP","regulation of phosphorylation",428,16,0.802420744111072,1
"BP","regulation of innate immune response",510,16,0.825091468763858,1
"BP","leukocyte migration",390,16,0.482505378286445,1
"BP","nuclear transport",340,16,0.366310088698759,1
"BP","regulation of nervous system development",466,16,0.968586421942229,1
"BP","calcium ion homeostasis",328,16,0.406525470466973,1
"BP","cilium assembly",405,16,0.708732720755533,1
"BP","epithelial tube morphogenesis",344,16,0.672918958169645,1
"BP","regulation of small molecule metabolic process",358,16,0.371528766729752,1
"BP","regulation of vasculature development",375,16,0.406725398033349,1
"BP","regulation of cell junction assembly",283,16,0.393153314100252,1
"BP","regulation of mitotic cell cycle phase transition",355,16,0.428472564399143,1
"BP","response to hypoxia",305,15,0.374975583004266,1
"BP","neuron migration",195,15,0.106191861178216,1
"BP","myeloid leukocyte differentiation",256,15,0.16517405740586,1
"BP","negative regulation of immune system process",578,15,0.954839766573627,1
"BP","regulation of translation",463,15,0.74309894064047,1
"BP","intracellular calcium ion homeostasis",301,15,0.382555846678275,1
"BP","epidermis development",394,15,0.596877483095502,1
"BP","nucleotide metabolic process",498,15,0.906943594647392,1
"BP","protein secretion",382,15,0.671417493358799,1
"BP","developmental maturation",359,15,0.635183525234595,1
"BP","regulation of Wnt signaling pathway",349,15,0.745830753394064,1
"BP","establishment of protein localization to extracellular region",385,15,0.684120806416511,1
"BP","response to decreased oxygen levels",318,15,0.448123101642467,1
"BP","negative regulation of locomotion",421,15,0.748994620498089,1
"BP","regulation of protein catabolic process",380,15,0.679729617661258,1
"BP","ribosome biogenesis",311,15,0.0830184828276264,1
"BP","regulation of neuron apoptotic process",263,15,0.201543336419374,1
"BP","glycerolipid biosynthetic process",241,15,0.145536521130255,1
"BP","regulation of myeloid cell differentiation",224,15,0.0531078211414045,1
"BP","regulation of angiogenesis",365,15,0.476860447721372,1
"BP","negative regulation of cell cycle",397,15,0.644676317725339,1
"BP","regulation of hormone secretion",271,15,0.221868823471831,1
"BP","cardiac muscle tissue development",254,15,0.255338718824815,1
"BP","positive regulation of DNA metabolic process",279,15,0.209080410003931,1
"BP","regulation of protein transport",455,15,0.889758864720502,1
"BP","canonical Wnt signaling pathway",328,15,0.610654397899449,1
"BP","response to oxygen levels",344,15,0.568546722220978,1
"BP","calcium ion transmembrane transport",335,15,0.619840871510049,1
"BP","protein localization to extracellular region",392,15,0.708192751724123,1
"BP","cell-cell adhesion via plasma-membrane adhesion molecules",277,15,0.239252183656494,1
"BP","nuclear chromosome segregation",321,15,0.303464359743788,1
"BP","postsynapse organization",240,15,0.289171888326806,1
"BP","regulation of actin filament organization",269,15,0.37588716530579,1
"BP","regulation of blood circulation",277,15,0.284695255192598,1
"BP","positive regulation of protein localization",455,15,0.928236757864751,1
"BP","protein localization to cell periphery",363,15,0.806592736210117,1
"BP","cell activation involved in immune response",319,14,0.376387581678892,1
"BP","leukocyte activation involved in immune response",315,14,0.349574495663262,1
"BP","leukocyte mediated immunity",403,14,0.566771926134884,1
"BP","positive regulation of leukocyte activation",371,14,0.692253692797901,1
"BP","regulation of DNA repair",234,14,0.128849707349797,1
"BP","protein targeting",310,14,0.426232040965056,1
"BP","establishment or maintenance of cell polarity",236,14,0.364107450009769,1
"BP","Notch signaling pathway",187,14,0.0516742496248048,1
"BP","axon guidance",243,14,0.526339950328982,1
"BP","aerobic respiration",280,14,0.148123828760213,1
"BP","response to light stimulus",333,14,0.595912992230387,1
"BP","endosomal transport",294,14,0.495066619505603,1
"BP","positive regulation of cell-cell adhesion",336,14,0.630244594011881,1
"BP","T cell differentiation",327,14,0.571416045795822,1
"BP","negative regulation of cell migration",388,14,0.699990226509476,1
"BP","regulation of protein stability",378,14,0.728663877528212,1
"BP","cellular response to oxidative stress",263,14,0.263461136775497,1
"BP","gliogenesis",356,14,0.826977368554214,1
"BP","amide transport",337,14,0.61986175667155,1
"BP","negative regulation of neuron apoptotic process",181,14,0.0306904964442276,1
"BP","positive regulation of molecular function",501,14,0.983055251557319,1
"BP","positive regulation of innate immune response",426,14,0.765329559327617,1
"BP","cell fate commitment",304,14,0.618395305004902,1
"BP","glycerophospholipid biosynthetic process",201,14,0.0883250222453041,1
"BP","stem cell differentiation",263,14,0.449006809744996,1
"BP","sensory system development",440,14,0.971828706246294,1
"BP","regulation of neurogenesis",378,14,0.92627769798743,1
"BP","regulation of catalytic activity",556,14,0.995374365582828,1
"BP","positive regulation of cell activation",391,14,0.762721203421679,1
"BP","regulation of body fluid levels",385,14,0.789992227995546,1
"BP","striated muscle cell differentiation",317,14,0.675119444168562,1
"BP","positive regulation of lymphocyte activation",337,14,0.587296779083235,1
"BP","protein polymerization",291,14,0.513979051714122,1
"BP","meiotic cell cycle",297,14,0.217130325778183,1
"BP","response to transforming growth factor beta",315,14,0.51250155580692,1
"BP","cellular response to transforming growth factor beta stimulus",308,14,0.472526589840289,1
"BP","anatomical structure maturation",282,14,0.323057915830167,1
"BP","positive regulation of cell cycle process",271,14,0.25374966936616,1
"BP","regulation of cellular response to growth factor stimulus",385,14,0.787638567325134,1
"BP","intrinsic apoptotic signaling pathway",332,14,0.520020370647524,1
"BP","neuron projection guidance",244,14,0.534461875310504,1
"BP","visual system development",433,14,0.966116508414985,1
"BP","regulation of monoatomic cation transmembrane transport",285,14,0.379808593821837,1
"BP","neuron projection extension",173,14,0.0883710569279433,1
"BP","negative regulation of cell motility",403,14,0.753499888685348,1
"BP","negative regulation of apoptotic signaling pathway",242,14,0.116817891314053,1
"BP","eye development",429,13,0.98028586049854,1
"BP","temperature homeostasis",186,13,0.114645735620411,1
"BP","ameboidal-type cell migration",256,13,0.50443435536633,1
"BP","placenta development",160,13,0.0302714419904192,1
"BP","activation of innate immune response",357,13,0.645692650142303,1
"BP","innate immune response-activating signaling pathway",337,13,0.574599036740426,1
"BP","peptide secretion",266,13,0.420641306455704,1
"BP","heart morphogenesis",278,13,0.596605987776224,1
"BP","vascular process in circulatory system",281,13,0.541286279859228,1
"BP","alcohol metabolic process",364,13,0.600005796748567,1
"BP","phagocytosis",244,13,0.289726601539013,1
"BP","mitochondrion organization",406,13,0.737183035644028,1
"BP","leukocyte cell-cell adhesion",430,13,0.906941917369564,1
"BP","cell-matrix adhesion",244,13,0.500594182131061,1
"BP","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",278,13,0.357263679384267,1
"BP","JNK cascade",183,13,0.107185220872345,1
"BP","regulation of autophagy",373,13,0.843846424915911,1
"BP","regulation of cell-substrate adhesion",230,13,0.376636463557489,1
"BP","peptide transport",292,13,0.555837813119312,1
"BP","organic acid biosynthetic process",331,13,0.465004522481148,1
"BP","peptide hormone secretion",258,13,0.380136589199339,1
"BP","extracellular matrix organization",326,13,0.775820019895712,1
"BP","cellular response to nutrient levels",279,13,0.52341802675076,1
"BP","response to tumor necrosis factor",241,13,0.16359958661972,1
"BP","epigenetic regulation of gene expression",296,13,0.402677682790243,1
"BP","response to starvation",232,13,0.248967172797509,1
"BP","extracellular structure organization",327,13,0.781477215407664,1
"BP","endothelial cell migration",301,13,0.432575843578173,1
"BP","external encapsulating structure organization",328,13,0.779319743231734,1
"BP","carboxylic acid biosynthetic process",328,13,0.453663114127906,1
"BP","regulation of inflammatory response",452,13,0.812986007061247,1
"BP","regulation of T cell activation",395,13,0.844542959897664,1
"BP","maintenance of location",221,13,0.192055457778387,1
"BP","maintenance of location in cell",210,13,0.147649578350824,1
"BP","positive regulation of nervous system development",291,13,0.750727039385562,1
"BP","ERK1 and ERK2 cascade",329,13,0.644672974505502,1
"BP","leukocyte proliferation",347,13,0.616250248590957,1
"BP","calcium ion transmembrane import into cytosol",193,13,0.136240314602652,1
"BP","vesicle-mediated transport in synapse",258,13,0.565970230178003,1
"BP","membraneless organelle assembly",441,13,0.926293978859898,1
"BP","L-amino acid metabolic process",172,13,0.0158455547259613,1
"BP","alpha-amino acid metabolic process",202,13,0.0492166176465921,1
"BP","RNA splicing, via transesterification reactions",314,12,0.549003930321169,1
"BP","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",310,12,0.537226400917733,1
"BP","mRNA splicing, via spliceosome",310,12,0.537226400917733,1
"BP","morphogenesis of a branching structure",214,12,0.419725359583681,1
"BP","tissue homeostasis",274,12,0.59881299644224,1
"BP","epithelial cell development",223,12,0.431135030091514,1
"BP","immune response-regulating cell surface receptor signaling pathway",353,12,0.769817965870161,1
